RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
4751,15868365,Robert,685,France,Female,51,1,179656,4,0,1,144469,0
4020,15942385,Hussain,552,Spain,Female,58,6,76855,3,0,0,149823,0
3324,15957295,Steve,521,Spain,Female,70,7,32597,4,1,0,88096,1
5676,15878732,Robert,313,Germany,Male,33,2,216656,2,1,1,32799,0
1915,15950021,Robert,765,Spain,Female,51,10,55790,1,0,1,40773,1
1148,15896543,Steve,533,Spain,Female,45,10,57035,2,0,1,76584,0
5714,16009574,Joseph,403,Germany,Female,19,10,240887,2,1,1,54073,0
9697,15884727,Smith,393,Germany,Male,46,2,149359,1,0,1,74536,1
3489,16001877,Senapati,822,France,Male,45,1,179676,3,0,1,107605,0
5391,15816733,Robert,601,Spain,Female,19,10,249469,4,0,0,145088,1
3546,15881198,Safani,569,France,Female,28,3,240817,4,1,1,59750,1
2115,15991754,Doe,598,Germany,Male,45,4,108611,1,0,0,142123,1
5665,15981831,Robert,334,Germany,Female,23,2,74260,3,1,0,49401,0
8712,15846208,Steve,412,Germany,Female,68,10,47001,4,0,1,66928,1
8415,15985980,Doe,463,Spain,Male,63,2,172194,2,1,1,26192,1
8054,15992661,Williams,575,Spain,Male,18,5,50282,2,0,1,29508,0
7108,15829387,Smith,703,France,Female,43,6,67537,4,0,1,87925,1
7478,15954319,Hussain,828,Germany,Female,62,1,74969,3,0,0,138435,0
3050,15948539,Williams,375,France,Female,28,7,210098,2,0,1,59951,0
7543,15916185,Johnson,740,Spain,Female,22,4,89027,3,1,0,59236,0
3652,15879897,Smith,549,Spain,Female,53,7,177392,4,0,1,95644,1
5604,15978066,Hussain,682,Germany,Female,33,3,182346,2,1,1,42426,1
6986,15845879,Joseph,578,Germany,Female,57,8,15494,1,1,1,107884,1
8116,15939550,Robert,612,Germany,Male,42,6,169483,1,0,0,62621,0
9023,15979359,Brown,820,Spain,Female,42,6,131157,3,1,0,134856,0
7241,15864114,Johnson,693,Germany,Female,40,9,227278,3,0,1,136966,1
2176,15861950,Hussain,442,Germany,Female,50,8,57925,4,1,0,43398,1
9259,15874704,Steve,619,Spain,Female,42,5,134363,2,1,1,107096,0
5967,15984716,Robert,490,Germany,Male,41,7,65658,1,1,0,106429,0
2214,15834869,Williams,752,Germany,Male,40,4,111227,2,1,1,57942,0
6839,15832313,Steve,541,Germany,Female,47,5,114007,3,0,1,27090,1
4518,15974863,Joseph,403,Spain,Female,65,8,177267,4,0,0,40221,1
2869,15858875,Steve,320,France,Female,19,9,189992,1,0,1,98561,1
9624,15980122,Joseph,419,France,Female,64,10,230557,3,1,0,95265,1
7429,15918783,Senapati,605,France,Female,24,3,54819,3,0,1,57098,0
4450,16000564,Smith,669,Germany,Female,66,0,131947,1,0,1,130570,0
6031,15974274,Joseph,329,Germany,Male,29,3,147186,3,0,0,145581,1
9083,16007256,Smith,500,Spain,Female,54,4,41209,3,1,1,52891,1
2639,15877010,Doe,543,France,Female,61,3,190217,1,0,0,105687,0
9696,15996745,Williams,819,Spain,Male,31,10,246559,2,0,1,20063,1
7843,15880080,Joseph,829,Germany,Male,55,9,68026,3,1,1,95346,0
6272,15836138,Senapati,718,Germany,Female,39,1,140935,2,1,1,51514,0
9726,15874529,Williams,719,France,Female,46,0,36568,3,1,0,121263,1
9957,15951823,Brown,632,Germany,Female,30,2,117695,3,1,1,127389,1
8585,15999129,Robert,850,France,Male,19,8,217330,2,0,0,43288,0
2607,15879542,Williams,616,France,Female,22,4,72845,2,0,0,21796,0
2738,15842580,Robert,615,Germany,Female,37,6,9414,3,0,0,21241,0
3085,15948601,Robert,825,Spain,Female,44,10,219718,3,1,0,61490,0
8606,15818768,Steve,652,France,Female,48,6,218349,4,1,1,102414,0
6480,15870980,Robert,382,Germany,Male,64,9,98914,1,0,0,125179,1
6139,15883545,Brown,566,Spain,Female,39,9,27468,1,0,1,51560,1
2067,15994108,Hussain,813,Spain,Male,19,9,202891,1,0,1,74275,1
6312,15885973,Steve,771,Germany,Female,32,1,57006,1,0,0,145684,1
5442,15873986,Brown,362,Germany,Female,34,4,67574,4,1,1,138766,1
6743,15875628,Robert,357,Germany,Male,39,8,188997,4,0,0,126427,0
6330,15834688,Joseph,330,Germany,Male,39,4,54611,2,1,0,39336,1
2077,15898514,Brown,675,Spain,Female,55,5,144466,4,0,0,112856,1
3678,15828250,Hussain,452,Germany,Male,69,8,103572,3,1,0,69814,0
8067,15924496,Smith,627,France,Male,51,9,175538,3,1,1,35527,1
4540,15868693,Smith,395,France,Female,35,3,32977,3,0,0,37111,1
3458,15954339,Joseph,533,Germany,Female,31,4,194507,3,0,1,146054,0
4265,15821265,Smith,324,Spain,Female,68,3,49526,1,1,1,50156,1
1126,15829086,Steve,532,Germany,Female,64,2,28097,1,0,0,104352,1
7922,15931459,Doe,796,France,Female,63,5,198399,3,0,1,125596,1
7802,15986563,Steve,447,Germany,Male,59,5,41541,2,1,0,91098,0
5123,15888558,Hussain,748,France,Male,61,9,244315,4,0,0,29867,1
2619,15897550,Doe,365,Spain,Male,40,8,218094,4,1,1,116212,0
7358,15986682,Hussain,725,Spain,Female,29,1,242449,4,0,1,113194,0
8910,15848033,Safani,411,Spain,Female,27,1,29578,3,1,1,25674,1
4262,15830819,Steve,430,France,Male,39,7,240234,2,1,0,37178,1
4950,16008897,Safani,407,Spain,Male,39,10,67468,2,0,0,65931,0
3827,15855666,Senapati,844,France,Female,37,1,52361,4,1,1,34657,0
2953,15970851,Johnson,533,France,Male,22,0,240201,4,1,1,81886,1
5193,15875298,Senapati,375,Germany,Male,59,4,133794,1,0,1,65660,1
4311,16015049,Brown,673,Spain,Female,67,4,38354,1,0,1,82520,0
8005,15868286,Smith,554,France,Male,43,4,153354,1,1,1,112682,1
3044,15852622,Safani,765,Germany,Female,22,8,16571,2,1,1,46614,0
1476,15920941,Joseph,765,Germany,Male,64,6,206514,1,0,0,73221,1
9183,15961979,Doe,694,France,Female,38,5,242661,1,0,1,50246,1
3031,15983725,Robert,704,Spain,Female,66,7,237902,4,1,1,72801,1
6706,15874064,Robert,555,France,Female,65,7,194944,3,0,0,43618,1
4286,15983334,Safani,628,France,Female,44,8,126602,4,1,0,140381,0
4925,15959126,Joseph,681,France,Male,23,4,34093,3,0,0,73207,1
6569,15845958,Smith,780,Germany,Female,50,2,65451,4,0,0,125547,0
7210,15872901,Smith,362,France,Female,53,6,242228,2,0,1,62714,0
3890,15854479,Safani,517,Germany,Male,35,8,109422,3,0,1,136693,1
7851,15924496,Joseph,397,France,Male,64,0,107327,1,0,0,127706,1
5061,15993632,Johnson,450,Spain,Male,45,10,68090,4,0,0,129802,1
4116,15824542,Joseph,494,Germany,Female,52,8,159056,4,1,1,132910,1
6210,15933163,Smith,377,Germany,Male,67,2,161434,1,0,1,98069,0
8381,15901055,Smith,373,France,Female,49,9,148968,2,1,0,50571,0
6090,15913695,Williams,645,France,Female,43,10,64905,4,0,1,114069,0
7780,15943035,Brown,836,Germany,Male,47,7,189302,1,1,1,90661,1
9296,15853163,Doe,671,Spain,Male,67,8,43931,2,0,0,123796,1
8769,15934370,Brown,300,France,Female,18,1,144069,3,0,1,77151,1
7810,15996357,Doe,493,Spain,Female,52,0,14942,2,1,1,83679,0
3252,15836674,Hussain,685,Spain,Male,61,4,215879,4,1,0,86019,1
5490,15908283,Joseph,740,France,Male,50,2,2822,4,1,1,82553,0
3687,15842749,Johnson,723,France,Female,66,5,143217,3,1,1,23657,0
5049,15851928,Steve,309,France,Female,38,5,34174,4,0,0,91929,1
1462,15844643,Smith,418,Germany,Male,61,2,19483,3,1,0,109482,1
5198,15936082,Doe,552,France,Male,28,4,22672,1,0,0,69352,1
6789,15880096,Steve,541,Spain,Male,23,0,241411,4,0,1,133290,1
6270,15850111,Smith,353,France,Male,18,6,133390,3,0,1,88961,0
8618,15821055,Brown,468,Spain,Female,57,4,180941,1,1,0,109960,1
9086,15952216,Senapati,782,France,Male,47,9,26141,4,0,0,116678,1
3759,15820633,Williams,745,Germany,Female,29,0,213569,4,0,0,87973,0
1683,15978502,Williams,632,France,Male,32,8,189501,3,1,1,62899,0
4294,15854766,Steve,735,France,Male,35,3,21258,3,0,1,37278,1
9959,15993063,Steve,811,Spain,Female,62,10,232651,4,1,1,20144,1
4685,15854074,Brown,489,Germany,Female,29,10,99818,1,1,1,149508,1
9355,15966916,Doe,755,Germany,Male,31,10,184842,2,1,1,91313,1
6482,15922710,Joseph,743,Germany,Female,70,4,150979,1,0,0,138568,0
3423,15928622,Johnson,744,Spain,Male,40,1,116224,4,0,0,133420,1
6642,15939507,Senapati,706,Spain,Male,39,8,239222,3,0,1,38690,0
3376,15815791,Safani,554,France,Female,29,0,157616,4,0,1,54849,0
5759,15908288,Brown,656,Germany,Female,61,10,174331,4,0,0,129836,1
1905,15912327,Steve,512,Germany,Male,56,2,2645,1,0,0,148380,1
8521,15933441,Safani,331,Spain,Female,44,0,22936,4,0,0,82398,0
5752,15964694,Safani,483,Spain,Male,19,6,183533,1,1,1,148919,1
1003,15855904,Smith,752,Spain,Male,39,0,239167,3,0,0,79453,0
6021,15819809,Joseph,594,Germany,Male,63,8,198022,2,0,1,82550,1
9681,15923505,Safani,697,France,Female,25,4,225018,4,0,1,57964,0
8259,15854713,Safani,693,France,Female,27,8,75441,4,0,1,125120,0
4770,15893420,Brown,461,Germany,Female,56,0,248271,3,0,0,76435,0
8567,15948023,Smith,700,France,Female,63,7,138001,3,0,1,138986,0
6008,15949652,Steve,441,Germany,Male,50,1,166684,2,0,0,146675,1
8197,15962363,Safani,409,Spain,Female,43,6,170160,3,0,0,33883,0
3214,15865078,Johnson,731,Germany,Female,54,8,50841,3,0,0,110636,0
2330,15819925,Johnson,371,Germany,Male,32,9,245691,3,1,0,59292,1
3315,16015077,Robert,352,Germany,Male,29,5,59076,4,1,1,105274,0
9170,15924877,Williams,672,France,Female,21,7,17007,4,0,0,103246,1
8157,15913206,Joseph,625,Spain,Female,52,2,187874,1,1,1,33200,1
9878,15997803,Brown,441,Germany,Male,20,7,168741,2,0,1,126190,0
7706,15910136,Safani,563,Spain,Male,19,8,2103,2,1,0,46234,0
1906,16012268,Johnson,491,Spain,Female,49,0,37027,2,0,1,117207,1
5536,15935587,Joseph,664,Spain,Female,26,1,190428,3,0,1,65436,1
4647,15833597,Joseph,585,Spain,Male,65,3,101934,2,0,0,56335,1
1655,15862071,Safani,675,Spain,Male,46,9,171496,1,1,0,92285,1
4585,15916700,Johnson,722,France,Male,50,5,26030,4,0,1,132457,0
7471,16001347,Brown,556,Germany,Male,43,6,51017,3,1,0,138580,0
5031,15973324,Hussain,830,France,Female,33,10,149431,3,1,0,49341,1
2944,15870847,Hussain,375,Spain,Female,23,10,126892,3,0,0,107704,1
6503,15956361,Senapati,404,Spain,Male,55,7,168812,2,1,1,58384,0
1988,15916896,Brown,445,Germany,Female,30,7,213366,4,1,1,35684,1
1570,15930932,Senapati,553,Germany,Female,22,4,143053,1,0,0,22393,1
8973,15951533,Joseph,510,France,Female,46,9,3933,3,0,1,46781,1
1433,15923191,Safani,686,France,Female,58,4,242994,1,0,1,45637,1
2883,16009302,Smith,361,France,Male,23,1,98144,3,0,0,83164,0
7812,15951856,Steve,650,Spain,Male,19,4,126779,2,1,1,148386,1
8567,15879224,Brown,656,France,Female,50,7,10908,2,1,0,75287,0
7863,15885256,Steve,433,Germany,Female,54,4,215564,4,1,1,110836,1
6735,15892309,Steve,570,France,Male,28,0,60621,1,1,0,72271,1
5871,15937159,Smith,400,Germany,Male,33,3,51336,4,0,1,121375,0
7588,15966169,Steve,421,Spain,Male,41,8,52266,1,1,1,35605,1
4163,15970889,Safani,763,France,Female,40,1,239689,4,0,1,105659,0
5272,15845328,Joseph,552,Germany,Male,64,7,123406,1,0,1,54846,0
6743,16014481,Steve,453,Spain,Male,41,0,77300,2,0,1,88420,0
1347,15958834,Safani,661,Germany,Female,45,7,207498,2,0,1,74918,1
3955,15838055,Safani,631,Spain,Female,69,6,66828,3,1,1,96000,0
7023,15923762,Joseph,615,Germany,Male,29,5,82716,1,0,0,136148,1
7296,15960747,Robert,322,Germany,Male,27,5,66339,2,0,1,63737,0
7001,15898093,Williams,364,France,Male,53,7,239242,4,1,0,89754,1
7988,15958035,Brown,554,Spain,Male,62,6,18650,2,1,0,128916,0
8086,15875270,Safani,356,Germany,Male,69,10,10733,2,1,0,58749,0
7349,15995319,Brown,737,Spain,Female,56,0,84624,4,0,1,135784,0
3614,15996850,Hussain,734,France,Female,67,4,85322,3,1,0,147621,1
3021,15914418,Steve,410,Spain,Female,21,7,187524,3,1,1,130177,0
7154,16007022,Steve,828,France,Female,20,7,168139,4,1,0,53535,1
9623,15977252,Senapati,684,France,Female,30,9,178478,4,1,1,144769,1
1197,15898319,Senapati,664,Germany,Male,24,0,199228,4,1,0,104853,1
3750,15947289,Hussain,774,Spain,Female,62,3,217130,2,0,0,76424,1
7207,15823383,Joseph,363,Germany,Male,53,10,181097,4,1,1,69763,1
1132,15918970,Steve,590,Germany,Female,23,3,30537,1,1,1,149119,1
2223,15935208,Johnson,741,Germany,Male,43,8,52968,4,1,1,123451,0
2820,15993986,Johnson,516,France,Female,24,5,197469,3,1,0,123407,1
7390,15947269,Williams,844,France,Female,20,3,18628,4,1,0,146584,0
1834,15924760,Smith,352,France,Male,28,9,134450,2,1,0,94047,1
2801,15956073,Joseph,349,Spain,Female,48,4,145281,2,1,0,139230,1
1329,15972265,Brown,502,France,Female,52,5,215709,3,1,0,100384,1
8488,15820756,Robert,582,France,Male,59,0,53017,1,1,0,112173,0
9585,15989411,Steve,664,Spain,Female,52,0,30989,3,1,0,127814,0
7765,15911671,Joseph,618,Spain,Female,52,6,108692,1,1,1,28073,0
6767,15858704,Senapati,848,France,Male,38,9,170384,2,0,1,111633,1
3679,15985350,Steve,819,France,Female,20,6,155437,3,1,0,94233,0
3566,15977096,Williams,479,Spain,Female,21,5,44427,3,0,0,133622,1
3168,15989307,Senapati,328,France,Male,20,6,2018,4,1,1,34235,1
6215,15878750,Robert,804,Spain,Male,47,3,225295,4,1,1,71508,1
6836,16004940,Steve,571,Germany,Male,45,0,57878,4,0,1,64658,0
8490,16005681,Safani,592,Germany,Male,59,1,120272,2,0,1,97343,0
7784,15901788,Hussain,400,Spain,Female,55,9,5360,3,0,0,84071,1
2661,15937087,Johnson,655,Germany,Male,43,8,220598,1,0,0,108341,1
5189,15984755,Hussain,438,Spain,Female,29,1,31715,3,0,0,124437,0
4457,15883118,Joseph,710,Spain,Female,29,2,237833,1,1,1,54576,1
7521,15992041,Joseph,470,Germany,Male,57,6,65600,1,0,0,101895,1
1336,16011920,Joseph,463,France,Female,48,0,117504,4,1,0,120250,0
4984,15973441,Doe,558,Germany,Male,42,5,214823,4,0,1,110044,0
2323,15939950,Safani,537,Spain,Female,19,7,94041,1,0,1,88481,0
8553,15858889,Joseph,402,Spain,Male,50,8,92661,3,0,0,81303,1
9908,15907874,Robert,315,France,Male,65,6,66269,4,0,1,78812,0
1828,15823008,Steve,685,Germany,Female,62,0,208758,2,0,0,105142,0
2004,15962815,Joseph,849,Germany,Male,33,1,205502,2,0,0,101284,0
5986,15996964,Senapati,841,Spain,Female,24,7,96224,4,1,1,73292,1
2968,15945435,Brown,623,Germany,Male,62,8,109104,2,0,1,36048,1
9021,15970902,Robert,671,France,Female,32,6,48626,2,1,0,60174,0
5748,15910796,Williams,772,Spain,Male,30,5,94712,4,0,1,56219,0
3320,15984681,Brown,480,Germany,Male,53,6,102619,4,1,1,57400,0
7196,15923508,Hussain,484,Germany,Female,66,8,189157,1,1,0,61192,1
5442,15853458,Robert,716,Spain,Male,57,0,113844,4,1,1,87049,1
8537,15940612,Brown,432,Spain,Female,61,2,138529,2,0,0,104993,0
8787,15826843,Joseph,307,France,Male,27,1,79480,1,1,1,109658,0
7235,15976990,Joseph,713,France,Male,47,1,38159,4,1,0,98599,1
4095,15827437,Williams,708,Germany,Female,40,6,173355,3,1,1,94276,0
9963,15888477,Doe,820,Spain,Female,56,9,151081,3,1,0,146550,0
4236,15960608,Joseph,678,France,Male,54,4,135381,4,1,1,38863,0
7996,15919525,Doe,733,France,Male,61,0,154384,2,1,1,24244,0
2529,15892704,Hussain,723,Spain,Male,45,0,53756,3,1,1,63308,1
8304,15996628,Joseph,706,Germany,Female,51,8,10892,1,0,0,42235,1
5239,15823184,Joseph,677,Spain,Male,63,10,80319,1,0,0,47070,1
2904,15951272,Safani,464,Germany,Male,34,10,201017,4,0,0,102731,1
8685,15833676,Senapati,802,Germany,Male,55,4,197544,3,0,1,67200,0
1220,15918219,Steve,468,France,Male,30,2,213304,4,1,1,46068,0
4537,15844660,Steve,449,Germany,Male,41,9,127456,4,0,1,119393,0
6093,15855817,Doe,419,Germany,Female,46,0,133727,4,1,1,109275,1
6601,15957675,Joseph,458,Spain,Female,57,2,134878,4,1,0,45096,0
3908,15891295,Joseph,364,Spain,Male,24,5,60335,3,0,1,30816,1
6607,15980042,Safani,306,Spain,Female,66,2,89108,1,1,0,28569,0
3469,15967091,Johnson,800,France,Male,61,5,24747,1,0,1,128162,1
8822,15975892,Smith,331,Spain,Male,19,10,213257,1,0,0,57691,0
5020,15864764,Hussain,726,Germany,Female,29,0,64725,2,1,0,24973,1
1299,15939215,Hussain,482,France,Male,23,1,136728,4,1,1,109872,1
5269,15879527,Smith,637,Spain,Female,18,3,195094,2,1,1,65622,1
4037,15959592,Joseph,626,France,Male,19,10,173448,2,0,1,79581,0
7875,16007860,Joseph,781,France,Female,64,7,176449,2,0,1,148836,1
7660,15928839,Hussain,830,Spain,Female,34,1,193359,2,0,1,45573,0
6617,15904204,Doe,371,France,Female,42,2,130054,2,0,1,98524,1
4851,15986081,Joseph,652,Germany,Male,29,1,22551,4,1,0,143602,0
7051,15925448,Brown,392,Spain,Male,51,0,142249,3,0,1,71278,1
4520,15994685,Senapati,674,France,Male,53,6,227934,2,0,0,99626,0
1362,15903831,Safani,691,France,Male,53,6,126765,3,0,1,21257,1
1352,15904284,Senapati,724,Germany,Male,43,8,89781,1,0,0,48724,1
4284,15929713,Steve,766,Spain,Female,33,0,222064,1,1,1,104679,0
6832,15962592,Safani,344,Germany,Male,25,5,5621,1,1,0,98705,0
9373,15913720,Senapati,324,Spain,Male,45,9,101470,2,1,0,83551,0
7701,15872016,Smith,632,France,Female,40,6,247068,4,1,0,28562,1
9215,15899889,Williams,732,Spain,Male,39,0,158238,3,1,1,92928,0
4768,15957494,Joseph,603,France,Male,70,6,75972,1,0,0,91940,0
8359,15952481,Joseph,365,Spain,Male,35,10,141164,2,0,1,107793,1
2036,16008823,Williams,719,France,Male,21,6,189701,1,0,0,67210,1
9755,15958409,Senapati,722,Germany,Female,35,7,12224,4,1,0,127407,1
7736,15826934,Brown,398,Germany,Male,65,9,73628,1,1,1,82098,0
1966,15829797,Smith,308,Spain,Male,26,7,197364,3,1,0,117282,1
5028,15978104,Brown,794,France,Male,63,6,67051,2,1,0,68934,0
3375,15819655,Hussain,340,Spain,Male,24,5,121224,4,1,1,130266,1
7398,15872672,Smith,404,France,Male,39,9,45864,1,0,1,135620,1
1382,15839063,Joseph,704,France,Female,61,1,213235,1,0,1,136104,0
6620,15886931,Doe,454,France,Male,23,6,153571,1,0,0,23195,0
9347,15828252,Steve,358,France,Male,68,1,246476,1,1,0,65598,0
6000,15966715,Smith,416,Germany,Female,58,6,226221,1,0,1,123518,0
4861,15954772,Robert,340,Germany,Female,24,7,184398,2,1,0,51466,1
8593,15817282,Steve,379,France,Female,28,10,216102,3,1,1,94458,1
9632,15893826,Hussain,561,France,Female,45,7,138795,1,1,1,27308,0
7815,15989795,Steve,409,Spain,Male,18,0,153313,1,0,1,72364,0
8849,15818116,Smith,544,Spain,Male,41,8,248166,2,0,0,60444,1
3282,16011661,Joseph,572,Spain,Male,66,5,152599,4,1,0,89453,1
1115,15997854,Joseph,621,Spain,Female,50,5,173814,3,1,1,50242,1
4590,15992298,Johnson,636,Spain,Male,19,6,166482,4,1,1,93045,0
7970,15971400,Safani,842,Spain,Female,46,4,245191,2,0,0,107273,0
9461,15874053,Brown,678,Spain,Female,36,4,88734,3,0,1,126544,1
2566,15973935,Robert,712,Spain,Male,64,6,208262,4,0,0,79853,0
3805,15909841,Smith,667,Spain,Female,51,7,69970,4,1,1,127088,0
7310,15940378,Safani,613,Germany,Male,21,5,95490,3,1,0,98658,0
5313,15908605,Joseph,625,Spain,Male,55,7,103112,1,1,0,79954,0
9072,15867857,Steve,755,Germany,Female,43,9,24076,2,0,1,135590,0
8766,15873985,Williams,338,Spain,Female,33,5,59929,1,1,0,55413,1
5479,15921440,Robert,590,Germany,Female,42,2,229659,1,1,0,108676,0
4619,15842957,Williams,388,Germany,Male,59,6,98748,4,0,0,89890,1
5459,15846906,Senapati,349,Spain,Female,45,0,127326,3,0,1,104470,1
4329,15847551,Doe,688,Spain,Female,32,3,223263,3,0,1,121585,0
2033,15918968,Williams,533,Germany,Female,49,8,120380,1,1,0,141780,0
1269,15820511,Robert,747,Spain,Male,31,6,142074,4,0,1,73913,1
5985,15993930,Steve,419,France,Male,39,5,36802,4,1,1,65621,1
2517,15888859,Safani,357,France,Male,35,5,166999,1,0,0,35820,0
3542,15905026,Joseph,341,France,Male,23,5,29039,1,1,1,145326,0
1846,15955208,Williams,800,Spain,Male,42,10,183932,4,0,1,72502,0
4115,15981758,Steve,555,Germany,Male,58,6,170054,3,0,0,88063,0
3140,16012321,Senapati,793,Spain,Male,64,3,40259,2,1,1,112129,0
4972,15939690,Doe,789,France,Female,26,3,40070,2,0,0,113641,0
7669,15904711,Joseph,737,Germany,Female,41,1,194563,1,0,1,130705,1
1659,15934223,Johnson,303,Spain,Female,25,8,39024,1,1,0,34063,0
4572,15850930,Robert,501,France,Female,43,5,153049,1,1,1,100483,1
1870,15878937,Johnson,695,France,Male,18,1,223590,2,1,0,115586,0
7362,15989355,Robert,415,Germany,Female,18,0,227857,2,1,0,60885,0
1764,15899042,Williams,636,France,Female,40,3,249248,2,0,1,147887,0
4011,15828480,Smith,755,Spain,Male,40,10,70780,4,1,0,143354,1
8253,15933717,Joseph,396,France,Male,34,9,183444,4,0,0,90137,0
6536,15850488,Brown,811,Spain,Female,53,5,183942,4,1,1,89500,0
1433,15848692,Steve,540,France,Male,22,6,57460,4,0,1,64722,0
1985,15826075,Steve,321,France,Female,67,2,218166,3,1,0,130633,1
4294,15915617,Hussain,324,Germany,Female,45,0,161022,2,1,0,137428,1
1896,15945128,Steve,414,France,Female,40,9,193544,2,1,1,61171,1
8484,15893233,Johnson,712,France,Male,24,3,61255,2,1,1,27437,0
4435,15957019,Steve,554,France,Female,36,9,76631,1,0,1,94450,0
1096,15866518,Joseph,413,Germany,Male,21,5,54359,3,1,1,58773,0
6224,16003958,Robert,316,Germany,Female,54,6,101488,4,0,1,125549,0
7288,15872382,Joseph,780,France,Male,27,10,188960,3,1,0,66363,1
1309,15968041,Senapati,545,Spain,Female,32,6,179701,2,0,1,39449,1
8393,15919803,Safani,657,Spain,Male,21,3,7166,3,0,0,27635,0
4181,15846694,Hussain,701,Spain,Male,65,2,17645,3,0,1,89230,0
7911,15947027,Joseph,620,Spain,Female,62,4,16072,4,1,1,101513,1
6229,15995311,Johnson,697,France,Female,66,1,99088,3,0,1,30464,1
8811,15919657,Doe,547,Germany,Female,23,5,196344,2,1,0,61742,1
6323,15981223,Brown,622,Spain,Male,32,0,136390,3,0,0,32267,1
3037,15869869,Smith,534,Spain,Female,27,4,139008,3,1,1,24751,1
7461,15969302,Johnson,396,France,Male,61,10,131532,3,0,1,134695,0
1855,15843936,Hussain,311,Germany,Male,53,9,148191,1,1,1,118605,0
6682,15836113,Williams,309,Germany,Female,39,1,35446,2,0,1,120666,0
5259,15843502,Joseph,394,France,Female,58,9,143438,3,0,1,50541,0
3391,15894023,Robert,607,Germany,Male,36,3,13440,1,0,1,127151,1
6048,15914798,Joseph,635,Spain,Female,59,8,65393,1,1,1,49645,1
8003,15952035,Hussain,655,France,Male,54,8,70657,4,1,0,124968,1
4605,15989116,Doe,387,Spain,Male,54,1,200383,3,1,1,98303,1
7105,15902788,Joseph,753,Germany,Female,35,0,117103,4,1,1,137714,0
1277,15882501,Hussain,523,Spain,Male,18,2,216625,3,1,1,85718,0
9688,15884911,Brown,492,France,Female,29,5,228611,3,1,0,21167,0
7517,16011650,Joseph,313,France,Female,54,5,155236,1,0,0,27992,0
4764,15837973,Safani,442,Germany,Female,42,4,91971,4,1,1,72601,0
4349,15945239,Johnson,379,France,Female,36,6,80199,1,0,1,64445,0
3054,15968015,Johnson,311,France,Male,30,8,246552,1,0,1,57329,1
3982,15981115,Safani,343,Spain,Female,29,10,4465,2,0,0,118263,0
1555,15888741,Robert,823,France,Male,59,8,59910,2,0,0,37804,0
2047,15952076,Joseph,504,France,Female,54,8,176328,4,0,1,130220,0
4217,15928225,Joseph,639,Germany,Female,67,2,156700,3,0,0,79002,1
3494,16007898,Senapati,755,France,Male,48,0,20356,2,1,0,108139,0
3929,15879551,Robert,370,France,Male,18,5,167786,1,0,1,130736,0
9917,15922362,Smith,795,Germany,Male,25,5,47654,1,1,1,102955,0
9677,15886786,Senapati,358,France,Female,41,3,145182,1,0,1,132813,1
7591,15891352,Johnson,373,Germany,Female,57,8,58683,4,1,1,67281,0
2363,15943913,Johnson,397,Spain,Female,43,5,158377,2,1,1,98290,1
2243,15984782,Safani,743,Germany,Female,41,6,613,3,0,0,20059,1
9246,15969558,Senapati,442,Germany,Male,51,6,128003,1,1,0,121888,0
1491,15928553,Senapati,814,Germany,Female,50,1,198049,1,1,1,64293,1
4548,15999800,Robert,376,Spain,Female,30,5,12277,1,0,1,94706,1
4146,15909956,Senapati,661,Spain,Male,37,10,119685,4,1,1,73528,0
5695,15986989,Joseph,773,France,Male,63,6,19659,1,1,0,40232,1
5061,15895974,Williams,389,Spain,Male,21,6,8901,3,0,0,39966,1
3154,15839660,Doe,689,Germany,Female,30,1,168074,4,1,1,39087,0
6218,15826210,Johnson,811,France,Male,22,0,69660,2,0,0,94093,1
6342,15963534,Robert,397,Spain,Male,37,1,168360,1,1,0,134521,1
4824,15868264,Smith,671,Spain,Female,61,2,158119,3,1,1,21664,0
7033,15987013,Robert,683,France,Male,52,3,159186,2,1,0,29935,0
5163,15886059,Safani,481,France,Female,54,0,235588,4,0,1,50124,1
8252,16003572,Smith,849,Spain,Male,22,0,162826,4,1,0,133707,1
8099,15947237,Joseph,443,France,Male,60,5,52411,2,0,1,128723,0
5858,15822206,Joseph,568,Spain,Male,57,0,199924,2,1,0,100051,0
3342,15831555,Brown,767,France,Female,65,9,247374,2,1,0,89423,1
4776,16012513,Joseph,375,Spain,Female,45,4,46940,4,1,0,92989,0
6177,15886832,Williams,745,Spain,Male,39,4,245736,2,0,1,51686,1
6094,15976793,Robert,627,Spain,Female,42,2,200439,3,0,1,34822,0
6936,15911686,Brown,711,Germany,Female,63,3,121125,1,0,0,24517,0
2574,15965531,Hussain,454,Spain,Male,57,3,215283,4,1,1,138347,0
6296,15945504,Johnson,685,France,Male,24,2,4197,1,1,0,21030,1
6285,16008361,Senapati,378,Germany,Male,61,8,51203,1,1,1,79524,1
3414,15837783,Johnson,427,Germany,Male,38,0,12277,2,0,0,83051,0
3558,15971153,Steve,739,Spain,Male,45,3,228264,1,1,1,129249,1
7066,15974560,Robert,734,France,Male,37,4,160283,2,1,1,105371,1
8165,15929171,Joseph,733,Germany,Female,38,10,201471,2,0,0,30611,0
8795,15967515,Williams,530,Germany,Female,61,3,109956,2,1,0,102619,0
3873,15951566,Steve,624,Spain,Male,49,6,31696,2,1,0,51607,0
